지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
279,2022-04-07 11:00,14.7,,1.9,290,48,8,3.7,1012.1,1018,0.6,,,,5,0,,,2000,,,22.3,,,,
279,2022-04-07 12:00,16.6,,2,320,34,6.4,0.6,1011,1016.8,1,,,,2,0,,,2000,,,26.4,,,,
279,2022-04-07 13:00,17.8,,2,290,31,6.3,0.4,1010.2,1016,1,,,,0,0,,,2000,,,29.4,,,,
279,2022-04-07 14:00,18.8,,2.2,290,30,6.5,0.8,1009.4,1015.1,1,,,,0,0,,,2000,,,31.1,,,,
279,2022-04-07 15:00,18.7,,3.2,270,25,5.4,-1.7,1008.9,1014.6,1,,,,0,0,,,2000,,,30.7,,,,
279,2022-04-07 16:00,18.6,,3,270,25,5.4,-1.8,1008.8,1014.5,1,,,,0,0,,,2000,,,28.1,,,,
279,2022-04-07 17:00,18.7,,2.7,290,27,5.8,-0.7,1009,1014.7,1,,,,0,0,,,2000,,,24.5,,,,
279,2022-04-07 18:00,17.7,,2,290,29,5.9,-0.5,1009.5,1015.3,1,,,,0,0,,,2000,,,19,,,,
279,2022-04-07 19:00,16.6,,1.6,290,32,6.1,-0.1,1010.1,1015.9,0.2,,,,0,0,,,2000,,,14.8,,,,
279,2022-04-07 20:00,15.9,,1.7,290,32,5.8,-0.7,1010.9,1016.7,,,,,0,0,,,2000,,,12.8,,,,
279,2022-04-07 21:00,14.9,,2,290,34,5.8,-0.8,1012.5,1018.4,,,,,0,0,,,2000,,,11.6,,,,
279,2022-04-07 22:00,13.5,,1.9,320,37,5.7,-0.9,1013.5,1019.4,,,,,0,0,,,2000,,,10.2,,,,
279,2022-04-07 23:00,12.5,,0.6,290,38,5.5,-1.4,1013.9,1019.8,,,,,0,0,,,2000,,,9.2,,,,
279,2022-04-08 0:00,10.1,,1.3,290,47,5.8,-0.7,1014.7,1020.7,,,,,0,0,,,2000,,,7.9,,,,
279,2022-04-08 1:00,9,,0.6,290,45,5.2,-2.3,1014.9,1020.9,,,,,0,0,,,2000,,,6.7,,,,
279,2022-04-08 2:00,8.8,,1.1,270,42,4.8,-3.4,1014.8,1020.8,,,,,0,0,,,1968,,,6,,,,
279,2022-04-08 3:00,7.6,,0.1,0,43,4.5,-4.2,1015.2,1021.3,,,,,0,0,,,2000,,,4.9,,,,
279,2022-04-08 4:00,6.1,,0.3,0,50,4.7,-3.5,1015.3,1021.4,,,,,0,0,,,2000,,,4.2,,,,
279,2022-04-08 5:00,5,,0.3,0,56,4.9,-3,1015.4,1021.5,,,,,0,0,,,2000,,,3.5,,,,
279,2022-04-08 6:00,4.7,,0.1,0,54,4.6,-3.8,1015.9,1022,,,,,0,0,,,2000,,,3,,,,
279,2022-04-08 7:00,5.6,,0.1,0,55,5,-2.7,1016.6,1022.7,0.2,,,,0,0,,,1916,,,3.7,,,,
279,2022-04-08 8:00,9.1,,0,0,46,5.3,-1.9,1016.8,1022.8,1,,,,0,0,,,2000,,,9.3,,,,
279,2022-04-08 9:00,11.6,,0.5,90,37,5,-2.6,1016.8,1022.8,1,,,,0,0,,,2000,,,16.4,,,,
279,2022-04-08 10:00,14.4,,0.7,50,27,4.4,-4.3,1016.5,1022.4,1,,,,0,0,,,2000,,,23.8,,,,
279,2022-04-08 11:00,16.3,,1.4,90,26,4.8,-3.2,1016.1,1022,1,,,,0,0,,,2000,,,29.7,,,,
279,2022-04-08 12:00,18.8,,0.5,110,23,5,-2.7,1014.9,1020.7,1,,,,0,0,,,2000,,,34.9,,,,
279,2022-04-08 13:00,19.5,,1.4,90,20,4.5,-4,1013.7,1019.4,1,,,,0,0,,,2000,,,37.3,,,,
279,2022-04-08 14:00,21.2,,1.3,270,17,4.3,-4.8,1012.4,1018.1,1,,,,0,0,,,2000,,,38.7,,,,
279,2022-04-08 15:00,23.5,,1.1,20,17,4.9,-2.9,1011.1,1016.7,1,,,,0,0,,,2000,,,38.2,,,,
279,2022-04-08 16:00,23.6,,3.2,340,16,4.6,-3.7,1010.2,1015.8,1,,,,0,0,,,2000,,,34.2,,,,
279,2022-04-08 17:00,23.4,,2.1,320,16,4.6,-3.8,1010.1,1015.7,1,,,,0,0,,,2000,,,29.5,,,,
279,2022-04-08 18:00,22.4,,1.6,290,18,4.9,-3.1,1010.1,1015.8,0.9,,,,0,0,,,2000,,,22.9,,,,
279,2022-04-08 19:00,19.9,,0.9,290,23,5.4,-1.8,1010.3,1016.1,0.2,,,,0,0,,,1942,,,17.5,,,,
279,2022-04-08 20:00,17.2,,1.3,250,30,5.9,-0.5,1010.7,1016.5,,,,,0,0,,,2000,,,14.6,,,,
279,2022-04-08 21:00,15.3,,0.6,250,36,6.2,0.2,1011.5,1017.4,,,,,0,0,,,2000,,,12.7,,,,
279,2022-04-08 22:00,13.6,,0.7,270,42,6.5,0.9,1011.6,1017.5,,,,,0,0,,,2000,,,11.3,,,,
279,2022-04-08 23:00,11.9,,0.9,270,49,6.8,1.5,1011.4,1017.3,,,,,0,0,,,2000,,,10.2,,,,
279,2022-04-09 0:00,10.6,,1.1,270,54,6.9,1.6,1011.4,1017.4,,,,,0,0,,,2000,,,9.2,,,,
279,2022-04-09 1:00,9.7,,0.8,290,60,7.2,2.2,1011.3,1017.3,,,,,0,0,,,2000,,,8.5,,,,
279,2022-04-09 2:00,9.6,,0.7,270,60,7.2,2.2,1011,1017,,,,,0,0,,,2000,,,8.1,,,,
279,2022-04-09 3:00,8.6,,0.4,0,67,7.5,2.8,1010.9,1016.9,,,,,1,0,,,2000,,,7.5,,,,
279,2022-04-09 4:00,8.2,,0.5,290,72,7.8,3.4,1010.9,1016.9,,,,,5,0,,,2000,,,7,,,,
279,2022-04-09 5:00,7.9,,0.2,0,75,8,3.7,1010.9,1016.9,,,,,5,0,,,2000,,,6.7,,,,
279,2022-04-09 6:00,7.2,,0,0,79,8,3.7,1011.3,1017.3,,,,,5,0,,,2000,,,6.5,,,,
279,2022-04-09 7:00,8.4,,0.1,0,76,8.4,4.4,1011.5,1017.5,0,,,,4,0,,,1883,,,7.8,,,,
279,2022-04-09 8:00,11.3,,0,0,61,8.1,4,1011.3,1017.2,1,,,,0,0,,,1936,,,12.4,,,,
279,2022-04-09 9:00,14.9,,0.3,0,53,8.9,5.3,1011.1,1017,1,,,,0,0,,,2000,,,19.2,,,,
279,2022-04-09 10:00,18.4,,0.8,90,44,9.3,5.9,1010.8,1016.6,1,,,,0,0,,,2000,,,26.6,,,,
279,2022-04-09 11:00,20.5,,1.1,110,36,8.7,4.9,1010.3,1016,1,,,,1,0,,,2000,,,32.7,,,,
279,2022-04-09 12:00,23.5,,1.4,90,32,9.2,5.8,1009.2,1014.8,1,,,,2,0,,,2000,,,37.8,,,,
279,2022-04-09 13:00,26.2,,1.8,70,28,9.5,6.2,1008.2,1013.8,1,,,,0,0,,,2000,,,40.6,,,,
279,2022-04-09 14:00,26.7,,1.5,90,24,8.4,4.4,1007.6,1013.2,1,,,,0,0,,,2000,,,41.7,,,,
279,2022-04-09 15:00,27.3,,1.1,140,24,8.7,4.9,1006.8,1012.4,1,,,,0,0,,,2000,,,39.6,,,,
279,2022-04-09 16:00,28.3,,2.2,340,20,7.6,3.1,1006.6,1012.1,1,,,,0,0,,,2000,,,37.5,,,,
279,2022-04-09 17:00,27.3,,1,160,22,8,3.7,1006.6,1012.2,1,,,,,0,,,2000,,,32.7,,,,
279,2022-04-09 18:00,25.6,,0.8,230,23,7.5,2.9,1007,1012.6,0.9,,,,0,0,,,2000,,,25.7,,,,
279,2022-04-09 19:00,22.3,,0.4,0,30,8,3.8,1007.6,1013.3,0.2,,,,0,0,,,2000,,,20.3,,,,
279,2022-04-09 20:00,19.7,,0.7,250,37,8.4,4.5,1008.5,1014.2,,,,,0,0,,,2000,,,17.5,,,,
279,2022-04-09 21:00,17.5,,1,270,46,9.2,5.7,1009.7,1015.5,,,,,0,0,,,1846,,,15.6,,,,
279,2022-04-09 22:00,16.1,,0.3,0,50,9.1,5.6,1010.3,1016.1,,,,,4,0,,,1789,,,14,,,,
279,2022-04-09 23:00,14.8,,0.6,270,55,9.2,5.8,1010.6,1016.4,,,,,3,0,,,1232,,,12.8,,,,
279,2022-04-10 0:00,13.9,,0.6,270,58,9.2,5.7,1011,1016.9,,,,,0,0,,,2000,,,11.9,,,,
279,2022-04-10 1:00,12.9,,1,270,62,9.2,5.7,1011.2,1017.1,,,,,7,0,,,2000,,,11.3,,,,
279,2022-04-10 2:00,11.8,,0.8,290,67,9.2,5.8,1011.2,1017.1,,,,,0,0,,,2000,,,10.4,,,,
279,2022-04-10 3:00,11.1,,0.8,290,70,9.2,5.8,1011.1,1017.1,,,,,7,0,,,2000,,,9.8,,,,
279,2022-04-10 4:00,10.4,,0.5,290,73,9.2,5.7,1011,1017,,,,,3,0,,,2000,,,9,,,,
279,2022-04-10 5:00,9.9,,0.5,290,76,9.2,5.8,1010.8,1016.8,,,,,0,0,,,2000,,,8.5,,,,
279,2022-04-10 6:00,9.5,,0.5,290,78,9.2,5.8,1011.5,1017.5,,,,,1,0,,,2000,,,8,,,,
279,2022-04-10 7:00,10.4,,0.1,0,77,9.7,6.5,1012.5,1018.5,0.2,,,,1,0,,,2000,,,9.1,,,,
279,2022-04-10 8:00,13.6,,0.1,0,61,9.5,6.2,1012.7,1018.6,1,,,,0,0,,,2000,,,14.4,,,,
279,2022-04-10 9:00,17.1,,0.1,0,47,9.1,5.6,1012.9,1018.7,1,,,,0,0,,,2000,,,22,,,,
279,2022-04-10 10:00,19.4,,0.8,110,42,9.4,6.1,1012.8,1018.5,1,,,,0,0,,,2000,,,29.4,,,,
279,2022-04-10 11:00,22,,1.2,50,33,8.7,4.9,1012.5,1018.2,1,,,,0,0,,,2000,,,35.6,,,,
279,2022-04-10 12:00,23.7,,1.4,70,28,8.1,4,1011.4,1017,1,,,,2,0,,,2000,,,39.7,,,,
279,2022-04-10 13:00,24.8,,1.2,70,28,8.7,5,1010.3,1015.9,1,,,,6,0,,,2000,,,41.9,,,,
279,2022-04-10 14:00,27.4,,2.4,70,24,8.7,5,1009.2,1014.8,1,,,,3,0,,,2000,,,43.4,,,,
279,2022-04-10 15:00,27.8,,1.5,140,20,7.4,2.7,1008.1,1013.7,1,,,,6,0,,,2000,,,39.3,,,,
279,2022-04-10 16:00,26.4,,2.3,140,24,8.2,4.1,1007.8,1013.4,1,,,,8,0,,,2000,,,34.1,,,,
279,2022-04-10 17:00,25.7,,0.8,270,22,7.2,2.3,1007.7,1013.3,0,,,,8,0,,,2000,,,29,,,,
279,2022-04-10 18:00,24.8,,1.4,140,25,7.8,3.4,1008,1013.6,0.1,,,,7,0,,,2000,,,24.6,,,,
279,2022-04-10 19:00,23.5,,1.6,110,29,8.4,4.4,1008.4,1014,0,,,,7,0,,,2000,,,21,,,,
279,2022-04-10 20:00,20.4,,0.1,0,39,9.3,5.9,1009.5,1015.2,,,,,5,0,,,2000,,,18.1,,,,
279,2022-04-10 21:00,20.6,,0.6,160,48,11.6,9.1,1010.5,1016.2,,,,,9,0,,,2000,,,17.3,,,,
279,2022-04-10 22:00,19,,0.3,0,53,11.6,9.1,1010.8,1016.5,,,,,10,0,,,2000,,,16.5,,,,
279,2022-04-10 23:00,18.8,,0.2,0,56,12.1,9.8,1010.8,1016.5,,,,,9,0,,,2000,,,16.2,,,,
279,2022-04-11 0:00,17,,0.2,0,63,12.1,9.8,1010.9,1016.7,,,,,9,0,,,2000,,,15.2,,,,
279,2022-04-11 1:00,15.6,,0.3,0,69,12.2,9.9,1010.9,1016.8,,,,,6,0,,,2000,,,14.1,,,,
279,2022-04-11 2:00,15,,0.6,270,72,12.2,9.9,1010.6,1016.5,,,,,8,0,,,2000,,,13.2,,,,
279,2022-04-11 3:00,13.8,,0.8,290,77,12.1,9.8,1010.4,1016.3,,,,,7,0,,,1927,,,12.4,,,,
279,2022-04-11 4:00,13,,0.4,0,80,11.9,9.6,1010.5,1016.4,,,,,7,0,,,1674,,,11.8,,,,
279,2022-04-11 5:00,12.3,,0.3,0,84,11.9,9.6,1010.7,1016.6,,,,,6,0,,,1366,,,11,,,,
279,2022-04-11 6:00,11.8,,0.8,290,87,11.9,9.6,1011,1016.9,,,,,3,0,,,1058,,,10.3,,,,
279,2022-04-11 7:00,12.7,,0.5,290,85,12.4,10.2,1011.1,1017,0.4,,,,2,0,,,1122,,,11.4,,,,
279,2022-04-11 8:00,15.8,,0.2,0,72,12.9,10.7,1010.9,1016.7,1,,,,3,0,,,1658,,,16.8,,,,
279,2022-04-11 9:00,18.2,,0.4,0,63,13.1,11,1010.7,1016.5,1,,,,4,0,,,1731,,,21.9,,,,
279,2022-04-11 10:00,21.2,,1.4,90,52,13,10.9,1010.2,1015.9,1,,,,0,0,,,2000,,,30.7,,,,
279,2022-04-11 11:00,22.7,,1.3,90,42,11.6,9.1,1009.4,1015.1,1,,,,0,0,,,2000,,,36.9,,,,
279,2022-04-11 12:00,24.8,,1.8,50,35,10.9,8.3,1008,1013.6,1,,,,2,0,,,2000,,,41.7,,,,
279,2022-04-11 13:00,26.8,,1.9,50,36,12.6,10.4,1006.5,1012.1,1,,,,0,0,,,2000,,,44.6,,,,
279,2022-04-11 14:00,25.8,,2.2,110,44,14.6,12.6,1005.4,1011,1,,,,0,0,,,2000,,,40.2,,,,
279,2022-04-11 15:00,26.1,,2.7,110,42,14.1,12.1,1004.8,1010.4,0.9,,,,0,0,,,2000,,,40.5,,,,
279,2022-04-11 16:00,26.9,,2.2,110,40,14.1,12.1,1004.1,1009.7,1,,,,1,0,,,2000,,,38.3,,,,
279,2022-04-11 17:00,26.3,,3,110,43,14.7,12.7,1003.9,1009.5,1,,,,3,0,,,2000,,,34.2,,,,
279,2022-04-11 18:00,24.7,,2,110,49,15.2,13.2,1003.7,1009.3,0.8,,,,0,0,,,2000,,,27.2,,,,
279,2022-04-11 19:00,23.3,,1.8,110,52,14.8,12.8,1004.3,1009.9,0.2,,,,0,0,,,2000,,,22.5,,,,
279,2022-04-11 20:00,21.7,,2.1,110,62,16,14,1005.1,1010.8,,,,,2,0,,,1997,,,20.4,,,,
279,2022-04-11 21:00,20.7,,0.8,140,65,15.8,13.8,1006.5,1012.2,,,,,2,0,,,2000,,,18.9,,,,
279,2022-04-11 22:00,19.7,,1.2,110,71,16.2,14.2,1006.5,1012.2,,,,,0,0,,,1269,,,17.8,,,,
279,2022-04-11 23:00,18.9,,1.5,160,75,16.3,14.3,1006.9,1012.6,,,,,0,0,,,972,,,17,,,,
279,2022-04-12 0:00,17,,0.4,0,82,15.8,13.8,1007.1,1012.9,,,,,0,0,,,1274,,,15.5,,,,
279,2022-04-12 1:00,15.7,,0.4,0,85,15.1,13.1,1006.8,1012.6,,,,,0,0,,,473,,,14.7,,,,
279,2022-04-12 2:00,15.2,,0.3,0,87,15,13,1006.3,1012.1,,,,,0,0,,,313,,,14,,,,
279,2022-04-12 3:00,14.5,,1.2,270,90,14.8,12.8,1006.4,1012.2,,,,,4,0,,,232,,,13.6,,,,
279,2022-04-12 4:00,14.1,,0.3,0,92,14.8,12.8,1006.5,1012.3,,,,,6,0,,,377,,,12.9,,,,
279,2022-04-12 5:00,13.7,,1.3,270,93,14.5,12.5,1006.6,1012.5,,,,,6,0,,,175,,,12.7,,,,
279,2022-04-12 6:00,13.5,,0.4,0,94,14.5,12.5,1007,1012.9,0,,,,5,0,,,318,,,12,,,,
279,2022-04-12 7:00,14.1,,0.6,290,92,14.8,12.8,1007.1,1012.9,0,,,,6,0,,,438,,,13.6,,,,
279,2022-04-12 8:00,17.2,,0.2,0,84,16.4,14.4,1006.4,1012.2,0.7,,,,1,0,,,470,,,20,,,,
279,2022-04-12 9:00,18.5,,1.1,290,75,15.9,13.9,1006.5,1012.2,0.4,,,,8,0,,,233,,,22.1,,,,
279,2022-04-12 10:00,21,,1,270,62,15.4,13.4,1006.2,1011.9,1,,,,0,0,,,1970,,,31.4,,,,
279,2022-04-12 11:00,23.6,,1.8,50,55,16,14,1006.2,1011.8,1,,,,0,0,,,1966,,,37.3,,,,
279,2022-04-12 12:00,24.6,,1.4,110,50,15.4,13.4,1005.2,1010.8,1,,,,4,0,,,1997,,,41.8,,,,
279,2022-04-12 13:00,26,,1.2,140,43,14.4,12.4,1004.1,1009.7,1,,,,6,0,,,2000,,,44.3,,,,
279,2022-04-12 14:00,27.4,,1.7,180,34,12.4,10.1,1002.8,1008.3,1,,,,0,0,,,2000,,,45.1,,,,
279,2022-04-12 15:00,30.1,,0.9,360,24,10.2,7.3,1002.1,1007.6,1,,,,1,0,,,2000,,,44.5,,,,
279,2022-04-12 16:00,30.1,,1.4,290,25,10.6,7.9,1001.5,1007,1,,,,1,0,,,2000,,,41,,,,
279,2022-04-12 17:00,29.9,,1.4,320,27,11.3,8.8,1001.4,1006.9,1,,,,0,0,,,2000,,,36.3,,,,
279,2022-04-12 18:00,28.3,,1,320,30,11.5,9,1001.7,1007.2,0.7,,,,1,0,,,2000,,,29.2,,,,
279,2022-04-12 19:00,26,,0.9,270,36,12,9.7,1002.1,1007.7,0.2,,,,4,0,,,2000,,,24,,,,
279,2022-04-12 20:00,22.7,,0.1,0,45,12.4,10.1,1003.1,1008.7,,,,,6,0,,,2000,,,20.9,,,,
279,2022-04-12 21:00,20.9,,0.6,270,52,12.8,10.6,1003.9,1009.6,,,,,3,0,,,1943,,,19.1,,,,
279,2022-04-12 22:00,19.5,,1.2,290,57,12.9,10.7,1004.3,1010,,,,,6,0,,,1764,,,18,,,,
279,2022-04-12 23:00,18.6,,0.7,270,57,12.2,9.9,1004.2,1009.9,,,,,6,0,,,1580,,,17,,,,
279,2022-04-13 0:00,17.9,,0.7,290,61,12.4,10.2,1004.4,1010.1,,,,,7,0,,,1839,,,16.2,,,,
279,2022-04-13 1:00,17.5,,0.1,0,66,13.1,11,1004.6,1010.4,,,,,7,0,,,1954,,,15.6,,,,
279,2022-04-13 2:00,16.9,,0.8,270,72,13.8,11.8,1004.5,1010.3,,,,,7,0,,,2000,,,15.4,,,,
279,2022-04-13 3:00,17,,0.2,0,75,14.5,12.5,1004.8,1010.6,,,,,7,0,,,2000,,,15,,,,
279,2022-04-13 4:00,17,,0.2,0,77,14.9,12.9,1005.4,1011.2,,,,,6,0,,,1916,,,16.5,,,,
279,2022-04-13 5:00,18.2,,0.8,110,80,16.6,14.6,1005.5,1011.2,,,,,9,0,,,1234,,,17.2,,,,
279,2022-04-13 6:00,17.2,,2.1,90,73,14.3,12.3,1006,1011.8,0,,,,4,0,,,1054,,,17.3,,,,
279,2022-04-13 7:00,16.2,,2.4,110,79,14.5,12.5,1006.6,1012.4,0,,,,7,0,,,698,,,17,,,,
279,2022-04-13 8:00,15.5,0,2,110,81,14.2,12.2,1007.2,1013,0,,,,7,0,,,745,,,17.1,,,,
279,2022-04-13 9:00,15.3,0,2.3,90,77,13.3,11.2,1007.9,1013.7,0,,,,9,0,,,1944,,,19.6,,,,
279,2022-04-13 10:00,15.2,,1.4,110,73,12.5,10.3,1009.2,1015.1,0,,,,9,0,,,2000,,,18.8,,,,
279,2022-04-13 11:00,15.1,,2.3,110,70,11.9,9.6,1009.5,1015.4,0,,,,9,0,,,2000,,,18.9,,,,
279,2022-04-13 12:00,15.2,,1.3,90,68,11.7,9.3,1009.9,1015.8,0,,,,10,0,,,2000,,,19.2,,,,
279,2022-04-13 13:00,14.6,,2.4,70,64,10.6,7.8,1010.1,1015.9,0,,,,10,0,,,2000,,,17.8,,,,
279,2022-04-13 14:00,14.6,,1.8,70,63,10.4,7.6,1010.1,1015.9,0,,,,10,0,,,2000,,,17.5,,,,
279,2022-04-13 15:00,12.8,0.1,2.2,70,76,11.2,8.6,1010.2,1016.1,0,,,,10,0,,,1476,,,15,,,,
279,2022-04-13 16:00,11.6,0.4,1.7,70,81,11,8.4,1010.9,1016.8,0,,,,10,0,,,669,,,13.7,,,,
279,2022-04-13 17:00,10.8,1.7,2.2,70,85,10.9,8.3,1011.4,1017.4,0,,,,10,0,,,636,,,13,,,,
279,2022-04-13 18:00,10.6,1.5,0.5,50,90,11.5,9,1011.8,1017.8,0,,,,10,0,,,1022,,,13,,,,
279,2022-04-13 19:00,10.7,0.3,0.9,110,84,10.7,8,1012,1018,0,,,,10,0,,,1330,,,12.4,,,,
279,2022-04-13 20:00,9.9,0.7,1.1,70,87,10.6,7.8,1012.9,1018.9,,,,,10,0,,,1211,,,11.9,,,,
279,2022-04-13 21:00,9.2,1.3,1,70,87,10.1,7.1,1013.6,1019.6,,,,,10,0,,,1281,,,11.3,,,,
279,2022-04-13 22:00,8.8,1.1,1.5,70,90,10.2,7.2,1014.2,1020.2,,,,,10,0,,,709,,,10.8,,,,
279,2022-04-13 23:00,8.4,2.4,1,90,91,10,7,1014.2,1020.2,,,,,10,0,,,650,,,10.5,,,,
279,2022-04-14 0:00,8.3,1.1,0.6,70,92,10,7,1014.2,1020.2,,,,,10,0,,,1135,,,10.5,,,,
279,2022-04-14 1:00,8.2,1,0.4,0,93,10.1,7.1,1013.8,1019.8,,,,,10,0,,,1302,,,10.6,,,,
279,2022-04-14 2:00,8.3,0.2,0.3,0,92,10,7,1013.1,1019.1,,,,,10,0,,,1288,,,10.7,,,,
279,2022-04-14 3:00,8.4,0.7,0.9,70,92,10.1,7.1,1012.8,1018.8,,,,,10,0,,,1829,,,10.5,,,,
279,2022-04-14 4:00,8.5,0.2,0.6,90,90,9.9,6.9,1012.9,1018.9,,,,,10,0,,,1743,,,10.5,,,,
279,2022-04-14 5:00,8.5,0.2,0.8,90,88,9.7,6.6,1012.7,1018.7,,,,,10,0,,,2000,,,10.3,,,,
279,2022-04-14 6:00,8.7,0,0.8,110,86,9.6,6.4,1012.7,1018.7,0,,,,10,0,,,2000,,,10.2,,,,
279,2022-04-14 7:00,8.9,0,0.6,140,86,9.7,6.6,1013.5,1019.5,0,,,,10,0,,,2000,,,10.4,,,,
279,2022-04-14 8:00,9.1,0,0.4,0,83,9.5,6.3,1013.7,1019.7,0,,,,10,0,,,2000,,,10.8,,,,
279,2022-04-14 9:00,9.7,,0.5,110,79,9.5,6.2,1014,1020,0,,,,10,0,,,2000,,,11.5,,,,
279,2022-04-14 10:00,10.3,,0.9,50,78,9.7,6.6,1014.3,1020.3,0,,,,10,0,,,2000,,,12.5,,,,
279,2022-04-14 11:00,10.6,,0.7,50,73,9.3,5.9,1014.5,1020.5,0,,,,10,0,,,2000,,,13.3,,,,
279,2022-04-14 12:00,11.2,,1.5,70,70,9.3,5.9,1013.8,1019.8,0,,,,10,0,,,2000,,,14.3,,,,
279,2022-04-14 13:00,11.7,,1.4,70,63,8.6,4.8,1013.3,1019.2,0,,,,10,0,,,2000,,,15.2,,,,
279,2022-04-14 14:00,12.5,,1.3,50,60,8.7,4.9,1012.5,1018.4,0,,,,10,0,,,2000,,,16.2,,,,
279,2022-04-14 15:00,12.6,,1.7,70,61,8.8,5.2,1011.9,1017.8,0,,,,10,0,,,2000,,,15.7,,,,
279,2022-04-14 16:00,12.5,,1.5,70,60,8.7,4.9,1011.8,1017.7,0,,,,9,0,,,2000,,,15.4,,,,
279,2022-04-14 17:00,12.5,,1.1,50,63,9.1,5.6,1012.4,1018.3,0,,,,10,0,,,2000,,,14.3,,,,
279,2022-04-14 18:00,12.3,,1.3,50,63,9,5.4,1012.7,1018.6,0,,,,10,0,,,2000,,,12.8,,,,
279,2022-04-14 19:00,11.7,,1.6,70,64,8.8,5.1,1013.4,1019.3,0,,,,7,0,,,2000,,,11.8,,,,
279,2022-04-14 20:00,11.3,,1.6,70,65,8.7,4.9,1013.6,1019.6,,,,,0,0,,,2000,,,11.2,,,,
279,2022-04-14 21:00,10.9,,1.4,70,64,8.3,4.3,1014.6,1020.6,,,,,7,0,,,2000,,,10.8,,,,
279,2022-04-14 22:00,10.6,,1.5,70,63,8,3.8,1015.1,1021.1,,,,,9,0,,,2000,,,10.4,,,,
279,2022-04-14 23:00,10.3,,1.7,90,64,8,3.7,1015.1,1021.1,,,,,9,0,,,2000,,,10.1,,,,
279,2022-04-15 0:00,10,,1.2,70,65,8,3.7,1014.7,1020.7,,,,,10,0,,,2000,,,10,,,,
279,2022-04-15 1:00,9.9,,0.4,0,68,8.2,4.2,1014.5,1020.5,,,,,6,0,,,2000,,,10.1,,,,
279,2022-04-15 2:00,9.9,,0.1,0,68,8.2,4.2,1013.8,1019.8,,,,,7,0,,,2000,,,10.1,,,,
279,2022-04-15 3:00,9.9,,0.9,70,69,8.4,4.4,1013.3,1019.3,,,,,8,0,,,2000,,,10,,,,
279,2022-04-15 4:00,9.6,,0.5,50,71,8.4,4.5,1012.7,1018.7,,,,,8,0,,,2000,,,9.5,,,,
279,2022-04-15 5:00,9.7,,0.1,0,72,8.6,4.8,1012.7,1018.7,,,,,6,0,,,2000,,,9.8,,,,
279,2022-04-15 6:00,9.7,,0.4,0,72,8.6,4.8,1013.2,1019.2,0,,,,1,0,,,2000,,,9.9,,,,
279,2022-04-15 7:00,9.6,,0.6,270,76,9,5.5,1013.5,1019.5,0,,,,10,0,,,2000,,,10.1,,,,
279,2022-04-15 8:00,10.4,,1.1,50,69,8.7,4.9,1013.7,1019.7,0,,,,10,0,,,2000,,,11.8,,,,
279,2022-04-15 9:00,11.9,,0.7,290,61,8.5,4.6,1013.7,1019.6,0.2,,,,9,0,,,2000,,,16.3,,,,
279,2022-04-15 10:00,12.8,,1.3,360,53,7.8,3.4,1013.1,1019,0.9,,,,6,0,,,2000,,,20.1,,,,
279,2022-04-15 11:00,14.5,,0.8,140,46,7.6,3,1013.1,1019,0.9,,,,7,0,,,2000,,,25.6,,,,
279,2022-04-15 12:00,14.9,,1.3,270,48,8.1,3.9,1011.9,1017.8,0.9,,,,3,0,,,2000,,,27.2,,,,
279,2022-04-15 13:00,16.1,,1.5,270,43,7.8,3.5,1011,1016.8,1,,,,1,0,,,2000,,,29.1,,,,
279,2022-04-15 14:00,18.3,,1.6,320,37,7.7,3.3,1010.1,1015.9,1,,,,2,0,,,2000,,,30.6,,,,
279,2022-04-15 15:00,19.4,,0.9,320,35,7.8,3.5,1008.6,1014.3,1,,,,3,0,,,2000,,,30.6,,,,
279,2022-04-15 16:00,18.2,,0.6,290,33,6.9,1.6,1007.5,1013.2,0.8,,,,6,0,,,2000,,,25.9,,,,
279,2022-04-15 17:00,17.9,,0.9,340,35,7.2,2.2,1007.4,1013.2,0.3,,,,9,0,,,2000,,,21,,,,
279,2022-04-15 18:00,17.8,,0.9,360,35,7.1,2.1,1007.3,1013.1,0.5,,,,10,0,,,2000,,,19.4,,,,
279,2022-04-15 19:00,16.9,,1,290,35,6.7,1.3,1008.1,1013.9,0,,,,10,0,,,2000,,,16.4,,,,
279,2022-04-15 20:00,12.4,,2.8,90,47,6.7,1.3,1010.4,1016.3,0,,,,9,0,,,2000,,,13.7,,,,
279,2022-04-15 21:00,11.7,,2,110,47,6.4,0.7,1011.8,1017.7,,,,,9,0,,,2000,,,12.3,,,,
279,2022-04-15 22:00,10.9,,1.1,110,50,6.5,0.8,1012.8,1018.8,,,,,8,0,,,2000,,,11.2,,,,
279,2022-04-15 23:00,10.4,,0.4,0,51,6.4,0.6,1012.9,1018.9,,,,,8,0,,,2000,,,9.9,,,,
279,2022-04-16 0:00,9.1,,0.2,0,59,6.8,1.4,1013.1,1019.1,,,,,7,0,,,2000,,,9.1,,,,
